source;record_sequence_number_NGA;event_id;ev_depth_km;Mw;M;epi_lat;epi_lon;network_code;station_code;sensor_depth_m;proximity_code;GMX_first;ec8_code;vs30_m_sec;epi_dist;rotD50_pga;rotD50_T0_010;rotD50_T0_025;rotD50_T0_040;rotD50_T0_050;rotD50_T0_070;rotD50_T0_100;rotD50_T0_150;rotD50_T0_200;rotD50_T0_250;rotD50_T0_300;rotD50_T0_350;rotD50_T0_400;rotD50_T0_450;rotD50_T0_500;rotD50_T0_600;rotD50_T0_700;rotD50_T0_750;rotD50_T0_800;rotD50_T0_900;rotD50_T1_000;rotD50_T1_200;rotD50_T1_400;rotD50_T1_600;rotD50_T1_800;rotD50_T2_000;rotD50_T2_500;rotD50_T3_000;rotD50_T3_500;rotD50_T4_000;rotD50_T5_000;rotD50_T6_000;rotD50_T7_000;rotD50_T8_000;rotD50_T9_000;rotD50_T10_000
NGA-West2;136;45;12.7;;5.92;34.3987;-119.6813;;283;;;C;;514.99;3.2;1.50E-01;1.50E-01;1.50E-01;1.55E-01;1.69E-01;1.63E-01;2.75E-01;3.75E-01;3.86E-01;4.43E-01;9.46E-01;4.26E-01;2.85E-01;2.72E-01;5.81E-01;7.21E-01;3.89E-01;3.15E-01;2.71E-01;1.86E-01;1.55E-01;1.08E-01;1.38E-01;1.12E-01;1.07E-01;9.45E-02;5.33E-02;2.50E-02;1.45E-02;1.00E-02;5.82E-03;4.12E-03;2.83E-03;1.88E-03;1.39E-03;1.08E-03
NGA-West2;137;46;5.75;;7.35;33.215;57.323;;69;;;A;;377.56;164.43;6.96E-02;6.98E-02;6.98E-02;7.81E-02;1.02E-01;1.28E-01;1.56E-01;2.33E-01;5.71E-01;6.97E-01;4.32E-01;3.84E-01;1.95E-01;1.47E-01;1.64E-01;1.33E-01;8.81E-02;8.96E-02;8.53E-02;4.37E-02;5.34E-02;4.53E-02;2.39E-02;3.50E-02;2.84E-02;3.99E-02;2.24E-02;2.54E-02;1.43E-02;2.31E-02;1.92E-02;1.28E-02;1.36E-02;8.27E-03;7.14E-03;6.90E-03
NGA-West2;138;46;5.75;;7.35;33.215;57.323;;70;;;A;;324.57;74.66;1.04E-01;1.04E-01;1.04E-01;1.08E-01;1.25E-01;1.64E-01;2.89E-01;5.07E-01;5.46E-01;4.92E-01;4.33E-01;6.27E-01;5.61E-01;5.25E-01;6.49E-01;3.71E-01;2.92E-01;3.24E-01;3.45E-01;3.11E-01;2.29E-01;1.72E-01;1.91E-01;2.61E-01;2.95E-01;1.43E-01;7.36E-02;8.10E-02;7.66E-02;7.54E-02;4.31E-02;4.08E-02;2.35E-02;1.30E-02;8.65E-03;6.05E-03
NGA-West2;139;46;5.75;;7.35;33.215;57.323;;9102;;;A;;471.53;20.63;3.33E-01;3.34E-01;3.34E-01;3.34E-01;4.37E-01;8.98E-01;1.77E+00;1.39E+00;1.76E+00;1.05E+00;8.47E-01;1.26E+00;1.52E+00;1.10E+00;9.68E-01;1.08E+00;6.06E-01;6.97E-01;7.35E-01;6.12E-01;5.78E-01;3.57E-01;2.63E-01;2.47E-01;3.02E-01;2.01E-01;1.25E-01;1.01E-01;8.17E-02;6.70E-02;3.50E-02;2.33E-02;1.81E-02;2.25E-02;2.06E-02;1.51E-02
NGA-West2;140;46;5.75;;7.35;33.215;57.323;;71;;;A;;302.64;117.66;1.01E-01;1.01E-01;1.01E-01;1.02E-01;1.32E-01;2.04E-01;4.36E-01;6.14E-01;4.49E-01;5.47E-01;4.95E-01;3.21E-01;2.84E-01;3.59E-01;4.38E-01;2.77E-01;1.85E-01;2.10E-01;2.36E-01;1.39E-01;8.08E-02;6.55E-02;4.05E-02;4.93E-02;2.15E-02;2.60E-02;1.72E-02;2.21E-02;1.87E-02;2.11E-02;2.26E-02;1.29E-02;1.08E-02;6.56E-03;6.09E-03;5.27E-03
NGA-West2;141;46;5.75;;7.35;33.215;57.323;;72;;;A;;280.26;247.04;3.62E-02;3.63E-02;3.63E-02;3.78E-02;5.05E-02;5.46E-02;8.00E-02;1.12E-01;1.44E-01;1.80E-01;1.47E-01;1.70E-01;1.95E-01;1.93E-01;1.95E-01;2.41E-01;2.12E-01;2.90E-01;1.54E-01;2.21E-01;1.65E-01;1.51E-01;1.43E-01;1.35E-01;1.86E-01;1.26E-01;5.82E-02;6.48E-02;3.48E-02;2.71E-02;3.69E-02;2.23E-02;1.65E-02;1.18E-02;7.68E-03;5.56E-03
NGA-West2;142;46;5.75;;7.35;33.215;57.323;;73;;;A;;354.37;177.9;2.70E-02;2.71E-02;2.71E-02;2.80E-02;4.11E-02;5.58E-02;7.30E-02;1.62E-01;1.63E-01;1.13E-01;8.02E-02;8.79E-02;8.11E-02;1.45E-01;1.10E-01;6.76E-02;5.68E-02;1.17E-01;1.36E-01;8.65E-02;8.64E-02;7.40E-02;3.60E-02;3.58E-02;2.73E-02;2.42E-02;3.30E-02;2.50E-02;2.98E-02;1.56E-02;1.56E-02;8.53E-03;9.43E-03;5.79E-03;3.34E-03;3.02E-03
NGA-West2;143;46;5.75;;7.35;33.215;57.323;;9101;;;A;;766.77;55.24;8.12E-01;8.15E-01;8.15E-01;8.73E-01;9.36E-01;2.07E+00;3.40E+00;5.79E+00;5.90E+00;5.86E+00;3.47E+00;2.45E+00;2.45E+00;3.35E+00;2.37E+00;3.14E+00;2.62E+00;3.49E+00;2.53E+00;2.19E+00;9.29E-01;1.45E+00;7.60E-01;8.73E-01;6.43E-01;8.59E-01;4.55E-01;4.85E-01;3.30E-01;3.81E-01;4.90E-01;3.01E-01;1.70E-01;1.14E-01;7.46E-02;5.79E-02
NGA-West2;144;47;7;;5.34;39.66;28.65;;-999;;;B;;585.04;5.96;2.30E-01;2.30E-01;2.30E-01;5.24E-01;6.26E-01;1.00E+00;6.72E-01;6.52E-01;6.75E-01;6.93E-01;5.13E-01;7.44E-01;7.94E-01;5.89E-01;4.00E-01;3.13E-01;1.54E-01;1.32E-01;1.17E-01;8.14E-02;6.52E-02;3.70E-02;2.55E-02;1.63E-02;1.26E-02;9.77E-03;5.57E-03;3.49E-03;2.39E-03;1.84E-03;1.15E-03;8.00E-04;5.96E-04;4.57E-04;3.56E-04;2.83E-04
NGA-West2;145;48;8;;5.74;37.065;-121.49;;57217;;;H;;561.43;7.95;2.26E-01;2.29E-01;2.29E-01;2.87E-01;3.36E-01;3.16E-01;5.07E-01;5.55E-01;5.85E-01;4.89E-01;4.85E-01;9.95E-01;1.19E+00;8.77E-01;6.37E-01;6.70E-01;4.42E-01;3.08E-01;2.43E-01;1.79E-01;1.49E-01;1.32E-01;1.13E-01;6.96E-02;5.72E-02;3.81E-02;3.51E-02;1.34E-02;9.31E-03;7.78E-03;3.99E-03;2.69E-03;1.94E-03;1.46E-03;1.15E-03;9.22E-04
NGA-West2;146;48;8;;5.74;37.065;-121.49;;47379;;;I;;1428.14;12.57;1.06E-01;1.06E-01;1.06E-01;2.32E-01;3.50E-01;3.62E-01;5.33E-01;4.79E-01;6.34E-01;2.84E-01;2.59E-01;2.13E-01;1.62E-01;9.36E-02;9.67E-02;1.19E-01;1.32E-01;1.21E-01;1.18E-01;1.05E-01;9.94E-02;6.33E-02;4.76E-02;3.85E-02;3.49E-02;3.66E-02;1.92E-02;1.16E-02;7.47E-03;5.60E-03;7.05E-03;5.71E-03;2.58E-03;1.51E-03;1.18E-03;1.17E-03
NGA-West2;147;48;8;;5.74;37.065;-121.49;;47380;;;I;;270.84;10.94;2.48E-01;2.51E-01;2.51E-01;3.71E-01;5.28E-01;6.61E-01;8.93E-01;1.47E+00;1.24E+00;6.14E-01;1.01E+00;1.18E+00;8.17E-01;4.66E-01;4.01E-01;4.18E-01;4.07E-01;3.71E-01;3.64E-01;4.89E-01;3.76E-01;2.84E-01;2.84E-01;2.20E-01;1.46E-01;1.08E-01;5.17E-02;3.11E-02;2.14E-02;1.47E-02;8.96E-03;6.06E-03;4.32E-03;3.21E-03;2.48E-03;1.97E-03
NGA-West2;148;48;8;;5.74;37.065;-121.49;;47381;;;I;;349.85;9.59;2.47E-01;2.51E-01;2.51E-01;4.56E-01;4.28E-01;4.11E-01;9.43E-01;1.08E+00;7.21E-01;5.81E-01;1.08E+00;5.68E-01;7.42E-01;4.47E-01;3.84E-01;3.91E-01;4.07E-01;4.35E-01;5.34E-01;5.74E-01;6.09E-01;3.75E-01;2.33E-01;1.84E-01;1.43E-01;1.18E-01;1.00E-01;5.87E-02;3.23E-02;2.03E-02;1.20E-02;7.29E-03;5.32E-03;4.08E-03;3.10E-03;2.46E-03
NGA-West2;149;48;8;;5.74;37.065;-121.49;;57382;;;A;;221.78;7.67;2.45E-01;2.45E-01;2.45E-01;2.85E-01;3.20E-01;4.10E-01;4.04E-01;5.87E-01;7.20E-01;1.07E+00;1.12E+00;1.07E+00;8.41E-01;1.01E+00;9.88E-01;7.26E-01;8.18E-01;6.07E-01;7.64E-01;6.02E-01;4.94E-01;3.99E-01;2.39E-01;1.83E-01;1.50E-01;1.09E-01;5.54E-02;4.05E-02;3.39E-02;2.33E-02;1.03E-02;6.65E-03;4.23E-03;3.22E-03;2.51E-03;2.05E-03
NGA-West2;150;48;8;;5.74;37.065;-121.49;;57383;;;I;;663.31;4.37;3.80E-01;3.80E-01;3.80E-01;4.04E-01;4.08E-01;5.36E-01;7.15E-01;7.60E-01;1.09E+00;1.22E+00;1.48E+00;1.50E+00;1.42E+00;1.06E+00;9.08E-01;7.70E-01;6.91E-01;7.35E-01;6.95E-01;6.50E-01;5.81E-01;4.75E-01;2.95E-01;2.08E-01;1.60E-01;1.26E-01;7.49E-02;4.55E-02;2.89E-02;2.18E-02;1.36E-02;9.62E-03;7.11E-03;5.46E-03;4.32E-03;3.52E-03
NGA-West2;151;48;8;;5.74;37.065;-121.49;;57191;;;I;;281.61;36.29;3.95E-02;3.95E-02;3.95E-02;4.12E-02;4.91E-02;5.30E-02;7.78E-02;9.49E-02;2.07E-01;2.28E-01;1.76E-01;2.05E-01;2.86E-01;1.49E-01;1.12E-01;8.55E-02;7.04E-02;8.72E-02;8.69E-02;9.05E-02;7.44E-02;3.66E-02;2.49E-02;2.31E-02;1.85E-02;1.33E-02;1.24E-02;6.03E-03;2.83E-03;2.42E-03;9.80E-04;5.16E-04;3.59E-04;2.59E-04;1.99E-04;1.59E-04
NGA-West2;152;48;8;;5.74;37.065;-121.49;;47315;;;B;;367.43;23.91;1.09E-01;1.10E-01;1.10E-01;2.61E-01;2.05E-01;1.77E-01;2.76E-01;2.10E-01;5.19E-01;2.56E-01;3.74E-01;2.72E-01;7.47E-01;4.90E-01;3.65E-01;3.33E-01;2.42E-01;1.70E-01;1.62E-01;1.36E-01;7.68E-02;4.86E-02;4.38E-02;2.52E-02;2.01E-02;1.76E-02;1.82E-02;9.19E-03;6.01E-03;3.68E-03;3.26E-03;2.35E-03;1.44E-03;9.34E-04;6.90E-04;5.39E-04
NGA-West2;153;48;8;;5.74;37.065;-121.49;;47315;;;B;;362.98;23.91;9.57E-02;9.63E-02;9.63E-02;1.51E-01;1.33E-01;1.48E-01;2.69E-01;2.01E-01;4.90E-01;2.70E-01;3.20E-01;2.60E-01;5.26E-01;4.03E-01;3.33E-01;3.21E-01;2.28E-01;1.57E-01;1.59E-01;1.30E-01;7.41E-02;4.66E-02;4.27E-02;2.57E-02;2.06E-02;1.77E-02;1.79E-02;9.69E-03;5.82E-03;4.18E-03;3.40E-03;2.50E-03;1.75E-03;1.11E-03;8.08E-04;6.15E-04
NGA-West2;154;48;8;;5.74;37.065;-121.49;;47126;;;A;;335.5;23.24;1.01E-01;1.01E-01;1.01E-01;1.05E-01;1.10E-01;1.39E-01;3.05E-01;2.86E-01;5.41E-01;4.52E-01;3.72E-01;2.85E-01;4.40E-01;5.02E-01;4.31E-01;3.42E-01;3.46E-01;2.74E-01;2.30E-01;1.50E-01;1.68E-01;7.65E-02;8.97E-02;6.03E-02;4.30E-02;4.08E-02;4.55E-02;1.73E-02;1.79E-02;1.15E-02;4.68E-03;3.49E-03;2.76E-03;2.21E-03;1.51E-03;1.10E-03
NGA-West2;155;49;6;;5.9;42.73;12.96;;-999;;;A;;401.34;35.97;2.80E-02;2.83E-02;2.83E-02;3.83E-02;5.46E-02;1.40E-01;2.54E-01;1.51E-01;1.40E-01;9.30E-02;5.73E-02;8.76E-02;1.15E-01;1.55E-01;1.46E-01;1.23E-01;4.98E-02;8.94E-02;4.84E-02;5.05E-02;5.19E-02;5.08E-02;3.72E-02;1.49E-02;1.78E-02;1.65E-02;1.95E-02;9.73E-03;9.06E-03;4.77E-03;1.42E-03;1.08E-03;9.01E-04;5.33E-04;4.36E-04;3.42E-04
NGA-West2;156;49;6;;5.9;42.73;12.96;;-999;;;A;;585.04;4.29;1.82E-01;1.86E-01;1.86E-01;4.39E-01;4.70E-01;1.07E+00;7.18E-01;9.68E-01;8.00E-01;6.23E-01;4.55E-01;3.51E-01;5.31E-01;2.14E-01;2.33E-01;3.07E-01;3.54E-01;3.04E-01;2.26E-01;1.91E-01;1.52E-01;1.01E-01;7.40E-02;5.63E-02;4.59E-02;3.63E-02;4.21E-02;2.80E-02;1.79E-02;1.23E-02;6.44E-03;3.81E-03;2.45E-03;1.79E-03;1.39E-03;1.11E-03
NGA-West2;157;49;6;;5.9;42.73;12.96;;-999;;;A;;535.24;17.91;4.20E-02;4.25E-02;4.25E-02;1.48E-01;1.88E-01;1.96E-01;3.17E-01;1.73E-01;1.89E-01;2.06E-01;1.17E-01;1.23E-01;1.12E-01;1.02E-01;8.80E-02;7.46E-02;3.88E-02;4.12E-02;5.19E-02;6.17E-02;4.10E-02;2.93E-02;1.88E-02;9.92E-03;7.49E-03;7.11E-03;3.22E-03;2.27E-03;1.03E-03;6.13E-04;3.84E-04;2.42E-04;1.80E-04;1.33E-04;1.08E-04;9.05E-05
NGA-West2;158;50;9.96;;6.53;32.644;-115.307;;6616;;;I;;259.86;2.47;2.91E-01;2.91E-01;2.91E-01;5.65E-01;9.11E-01;7.98E-01;1.55E+00;1.53E+00;1.37E+00;1.08E+00;1.54E+00;1.04E+00;1.41E+00;8.70E-01;7.82E-01;7.30E-01;6.09E-01;5.78E-01;5.65E-01;5.78E-01;4.61E-01;5.84E-01;3.69E-01;5.73E-01;3.56E-01;2.33E-01;1.54E-01;1.16E-01;7.46E-02;4.61E-02;2.23E-02;1.29E-02;8.04E-03;5.62E-03;4.34E-03;3.49E-03
NGA-West2;159;50;9.96;;6.53;32.644;-115.307;;6618;;;I;;242.05;2.62;2.39E-01;2.39E-01;2.39E-01;6.70E-01;7.86E-01;9.41E-01;8.17E-01;7.49E-01;4.50E-01;7.92E-01;1.06E+00;7.83E-01;7.27E-01;7.71E-01;8.53E-01;9.97E-01;8.25E-01;8.02E-01;5.75E-01;6.99E-01;3.46E-01;6.82E-01;3.84E-01;4.31E-01;4.41E-01;3.47E-01;1.79E-01;9.85E-02;7.78E-02;6.21E-02;3.33E-02;1.92E-02;1.18E-02;8.08E-03;6.05E-03;4.80E-03
NGA-West2;160;50;9.96;;6.53;32.644;-115.307;;5054;;;A;;223.03;6.19;6.87E-01;6.88E-01;6.88E-01;1.34E+00;1.66E+00;1.33E+00;2.40E+00;2.44E+00;3.91E+00;2.68E+00;3.20E+00;3.48E+00;2.31E+00;2.82E+00;2.42E+00;2.76E+00;2.21E+00;1.62E+00;1.45E+00;1.20E+00;6.00E-01;9.65E-01;4.04E-01;3.55E-01;3.32E-01;3.22E-01;1.81E-01;9.83E-02;6.98E-02;5.62E-02;6.29E-02;5.71E-02;3.34E-02;2.51E-02;1.52E-02;1.10E-02
NGA-West2;161;50;9.96;;6.53;32.644;-115.307;;5060;;;A;;208.71;43.15;1.76E-01;1.77E-01;1.77E-01;2.97E-01;3.80E-01;5.94E-01;6.68E-01;6.49E-01;6.99E-01;7.20E-01;1.10E+00;5.87E-01;4.88E-01;4.52E-01;6.34E-01;4.07E-01;3.72E-01;3.33E-01;3.31E-01;3.56E-01;3.08E-01;3.04E-01;2.59E-01;2.61E-01;2.32E-01;1.76E-01;2.07E-01;2.00E-01;1.23E-01;1.32E-01;1.07E-01;5.38E-02;3.34E-02;2.48E-02;2.69E-02;2.19E-02
NGA-West2;162;50;9.96;;6.53;32.644;-115.307;;5053;;;A;;231.23;17.66;2.38E-01;2.39E-01;2.39E-01;3.22E-01;3.63E-01;6.63E-01;1.08E+00;1.07E+00;9.53E-01;1.61E+00;9.75E-01;1.18E+00;7.41E-01;1.12E+00;9.76E-01;7.15E-01;5.57E-01;5.04E-01;3.95E-01;2.47E-01;3.47E-01;2.62E-01;1.96E-01;2.48E-01;1.72E-01;1.18E-01;7.20E-02;8.65E-02;6.81E-02;6.30E-02;4.19E-02;5.23E-02;4.51E-02;3.23E-02;2.10E-02;1.52E-02
NGA-West2;163;50;9.96;;6.53;32.644;-115.307;;5061;;;B;;205.78;57.14;9.78E-02;9.79E-02;9.79E-02;1.23E-01;1.34E-01;1.95E-01;1.97E-01;3.81E-01;6.12E-01;3.99E-01;5.66E-01;3.39E-01;2.77E-01;2.22E-01;2.36E-01;2.02E-01;1.50E-01;1.41E-01;2.29E-01;1.56E-01;1.66E-01;1.79E-01;1.06E-01;8.81E-02;1.27E-01;6.30E-02;1.00E-01;1.05E-01;6.85E-02;4.58E-02;6.73E-02;4.15E-02;2.83E-02;1.72E-02;1.96E-02;1.68E-02
NGA-West2;164;50;9.96;;6.53;32.644;-115.307;;6604;;;I;;471.53;24.82;1.71E-01;1.72E-01;1.72E-01;3.03E-01;3.02E-01;4.91E-01;1.13E+00;1.14E+00;8.92E-01;9.55E-01;1.27E+00;1.14E+00;1.03E+00;8.79E-01;8.43E-01;1.15E+00;7.88E-01;9.30E-01;5.28E-01;5.79E-01;3.55E-01;4.94E-01;2.56E-01;1.95E-01;2.19E-01;1.58E-01;6.34E-02;7.12E-02;8.66E-02;3.96E-02;3.93E-02;4.79E-02;2.39E-02;1.14E-02;6.27E-03;4.21E-03
NGA-West2;165;50;9.96;;6.53;32.644;-115.307;;6621;;;I;;242.05;18.88;2.65E-01;2.66E-01;2.66E-01;3.27E-01;4.29E-01;8.13E-01;6.77E-01;7.33E-01;9.66E-01;1.33E+00;1.08E+00;8.32E-01;1.39E+00;1.04E+00;8.56E-01;1.28E+00;1.08E+00;1.38E+00;1.06E+00;6.80E-01;6.10E-01;5.63E-01;5.23E-01;3.62E-01;2.70E-01;1.82E-01;1.12E-01;9.66E-02;7.56E-02;9.26E-02;4.66E-02;2.12E-02;1.27E-02;1.14E-02;1.05E-02;7.03E-03
NGA-West2;166;50;9.96;;6.53;32.644;-115.307;;5066;;;A;;336.49;83.94;1.22E-01;1.22E-01;1.22E-01;1.24E-01;1.39E-01;1.37E-01;1.46E-01;2.04E-01;2.76E-01;4.00E-01;6.04E-01;5.06E-01;4.18E-01;4.91E-01;5.99E-01;7.70E-01;3.60E-01;3.04E-01;2.77E-01;2.16E-01;1.50E-01;1.42E-01;1.41E-01;1.56E-01;8.67E-02;7.35E-02;3.75E-02;3.28E-02;1.92E-02;1.09E-02;1.07E-02;8.27E-03;4.47E-03;2.64E-03;2.29E-03;1.87E-03
NGA-West2;167;50;9.96;;6.53;32.644;-115.307;;6622;;;I;;259.86;22.43;1.50E-01;1.51E-01;1.51E-01;1.68E-01;1.92E-01;5.14E-01;7.54E-01;5.80E-01;4.97E-01;1.09E+00;4.50E-01;3.97E-01;5.48E-01;4.61E-01;5.57E-01;3.05E-01;2.47E-01;3.22E-01;2.87E-01;1.65E-01;1.52E-01;1.15E-01;9.43E-02;7.54E-02;1.60E-01;9.64E-02;8.32E-02;4.04E-02;3.47E-02;4.21E-02;1.99E-02;1.64E-02;8.35E-03;4.87E-03;4.16E-03;3.51E-03
NGA-West2;168;50;9.96;;6.53;32.644;-115.307;;6617;;;I;;242.05;12.92;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02
NGA-West2;169;50;9.96;;6.53;32.644;-115.307;;6605;;;I;;242.05;33.73;2.62E-01;2.62E-01;2.62E-01;4.57E-01;4.75E-01;8.37E-01;1.35E+00;1.76E+00;8.86E-01;1.39E+00;1.42E+00;1.05E+00;1.52E+00;1.64E+00;1.17E+00;1.22E+00;1.14E+00;1.02E+00;7.99E-01;8.80E-01;8.13E-01;4.87E-01;4.32E-01;7.55E-01;3.79E-01;3.24E-01;3.18E-01;2.03E-01;2.09E-01;1.15E-01;1.18E-01;7.59E-02;4.56E-02;4.63E-02;4.87E-02;3.00E-02
NGA-West2;170;50;9.96;;6.53;32.644;-115.307;;1136;;;I;;192.05;29.07;2.24E-01;2.25E-01;2.25E-01;2.67E-01;3.14E-01;4.80E-01;6.05E-01;7.71E-01;1.07E+00;7.63E-01;6.03E-01;7.53E-01;6.40E-01;7.30E-01;1.05E+00;7.93E-01;8.60E-01;7.09E-01;5.88E-01;6.73E-01;5.09E-01;6.22E-01;7.94E-01;4.75E-01;2.86E-01;2.56E-01;2.80E-01;2.46E-01;2.46E-01;1.96E-01;1.15E-01;9.80E-02;7.75E-02;5.25E-02;3.80E-02;2.73E-02
NGA-West2;171;50;9.96;;6.53;32.644;-115.307;;1336;;;I;;264.57;19.44;3.13E-01;3.13E-01;3.13E-01;3.67E-01;4.09E-01;4.47E-01;3.93E-01;4.84E-01;5.45E-01;6.83E-01;9.41E-01;7.02E-01;8.78E-01;7.31E-01;8.55E-01;1.00E+00;1.05E+00;1.14E+00;1.11E+00;6.41E-01;4.88E-01;4.89E-01;4.94E-01;7.08E-01;5.83E-01;5.41E-01;5.33E-01;4.66E-01;3.26E-01;2.24E-01;1.03E-01;6.25E-02;4.44E-02;3.30E-02;2.09E-02;1.57E-02
NGA-West2;172;50;9.96;;6.53;32.644;-115.307;;5056;;;A;;237.33;35.18;1.45E-01;1.46E-01;1.46E-01;2.77E-01;5.80E-01;7.04E-01;1.22E+00;8.31E-01;5.05E-01;4.56E-01;6.68E-01;3.81E-01;2.83E-01;4.84E-01;3.33E-01;2.08E-01;2.16E-01;2.16E-01;1.69E-01;1.38E-01;1.98E-01;1.43E-01;7.78E-02;1.26E-01;1.10E-01;1.27E-01;9.28E-02;5.24E-02;4.18E-02;6.24E-02;4.92E-02;2.78E-02;2.02E-02;2.35E-02;2.19E-02;1.39E-02
NGA-West2;173;50;9.96;;6.53;32.644;-115.307;;412;;;A;;202.85;28.79;1.99E-01;1.99E-01;1.99E-01;2.84E-01;3.68E-01;6.67E-01;6.66E-01;9.68E-01;9.50E-01;9.36E-01;8.23E-01;1.03E+00;5.94E-01;9.01E-01;7.85E-01;4.73E-01;3.63E-01;3.16E-01;4.46E-01;2.51E-01;3.41E-01;5.03E-01;5.66E-01;4.51E-01;3.10E-01;3.06E-01;2.42E-01;2.31E-01;2.07E-01;2.08E-01;9.76E-02;1.08E-01;7.80E-02;4.97E-02;3.60E-02;2.41E-02
NGA-West2;174;50;9.96;;6.53;32.644;-115.307;;5058;;;A;;196.25;29.53;3.75E-01;3.76E-01;3.76E-01;4.17E-01;4.80E-01;7.15E-01;1.18E+00;1.61E+00;2.19E+00;3.03E+00;2.28E+00;2.20E+00;1.22E+00;1.36E+00;1.24E+00;9.62E-01;5.87E-01;6.34E-01;5.81E-01;3.79E-01;3.10E-01;5.03E-01;4.03E-01;3.88E-01;3.16E-01;2.58E-01;1.76E-01;2.03E-01;1.38E-01;1.01E-01;8.08E-02;7.79E-02;7.97E-02;5.80E-02;3.40E-02;2.09E-02
NGA-West2;175;50;9.96;;6.53;32.644;-115.307;;931;;;I;;196.88;31.99;1.41E-01;1.41E-01;1.41E-01;1.60E-01;2.48E-01;3.59E-01;4.09E-01;6.16E-01;9.53E-01;7.37E-01;8.13E-01;5.93E-01;5.15E-01;7.43E-01;4.12E-01;4.05E-01;4.37E-01;3.56E-01;3.10E-01;3.06E-01;3.02E-01;2.80E-01;2.96E-01;1.90E-01;1.35E-01;1.49E-01;1.45E-01;1.08E-01;1.16E-01;5.98E-02;6.10E-02;5.80E-02;7.14E-02;4.95E-02;2.88E-02;1.77E-02
NGA-West2;176;50;9.96;;6.53;32.644;-115.307;;5059;;;I;;249.92;35.95;1.18E-01;1.18E-01;1.18E-01;1.63E-01;2.19E-01;3.70E-01;7.00E-01;6.51E-01;6.88E-01;6.50E-01;7.89E-01;4.37E-01;5.92E-01;3.95E-01;4.07E-01;3.91E-01;1.70E-01;2.50E-01;1.94E-01;2.62E-01;2.08E-01;2.00E-01;2.43E-01;2.08E-01;1.73E-01;8.54E-02;1.29E-01;7.93E-02;7.21E-02;4.82E-02;4.91E-02;4.39E-02;3.03E-02;2.43E-02;1.66E-02;1.14E-02
NGA-West2;177;50;9.96;;6.53;32.644;-115.307;;5115;;;I;;188.78;30.77;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02
NGA-West2;178;50;9.96;;6.53;32.644;-115.307;;5057;;;A;;162.94;28.65;2.65E-01;2.65E-01;2.65E-01;3.15E-01;4.17E-01;6.74E-01;1.35E+00;1.81E+00;1.26E+00;1.58E+00;7.99E-01;1.17E+00;7.31E-01;7.12E-01;9.07E-01;8.03E-01;6.23E-01;6.38E-01;4.75E-01;3.57E-01;3.63E-01;2.96E-01;2.43E-01;2.33E-01;2.73E-01;2.96E-01;2.92E-01;1.82E-01;1.53E-01;1.47E-01;9.26E-02;7.02E-02;4.76E-02;5.10E-02;3.87E-02;2.50E-02
NGA-West2;179;50;9.96;;6.53;32.644;-115.307;;955;;;I;;208.91;27.13;3.81E-01;3.82E-01;3.82E-01;8.17E-01;7.81E-01;6.98E-01;1.04E+00;1.12E+00;9.08E-01;1.21E+00;1.21E+00;1.38E+00;1.39E+00;9.35E-01;1.08E+00;7.07E-01;6.27E-01;7.97E-01;8.72E-01;9.75E-01;7.64E-01;5.90E-01;4.23E-01;4.07E-01;4.47E-01;4.12E-01;3.15E-01;3.35E-01;3.00E-01;2.66E-01;1.92E-01;1.19E-01;8.48E-02;7.57E-02;5.54E-02;3.77E-02
NGA-West2;180;50;9.96;;6.53;32.644;-115.307;;952;;;I;;205.63;27.8;4.11E-01;4.13E-01;4.13E-01;8.70E-01;1.54E+00;1.48E+00;1.15E+00;1.62E+00;1.19E+00;1.09E+00;1.56E+00;2.19E+00;1.54E+00;1.54E+00;1.52E+00;9.62E-01;7.65E-01;7.55E-01;7.21E-01;9.23E-01;8.84E-01;5.83E-01;3.70E-01;3.38E-01;3.27E-01;3.54E-01;5.19E-01;5.16E-01;3.68E-01;2.88E-01;2.08E-01;1.30E-01;1.14E-01;8.43E-02;6.38E-02;4.55E-02
